transfer_id,player_name,first_name,last_name,date,old_team_id,new_team_id
15954,Valens Torfi Ingimundarson,Valens,Ingimundarson,2021,t4361,t3732
15955,Christian Fromm,Christian,Fromm,2021,,t1308
15956,Victor Sysoev,Victor,Sysoev,2021,t2731,t5651
15957,Alexandru Morosan,Alexandru,Morosan,2021,t2339,t4589
15958,Lucky Faruk,Lucky,Faruk,2021,t7605,t4526
15959,Marian Epple,Marian,Epple,2021,,t7350
15960,Cédric Bitouna,Cédric,Bitouna,2021,t14204,t8052
15961,Ian Iereshchenko,Ian,Iereshchenko,2021,t2003,t1301
15962,Asimakis Margaritis,Asimakis,Margaritis,2021,t18025,t13540
15963,Maurício Borges,Maurício,Borges,2021,,t1306
15964,Valens Torfi Ingimundarson,Valens,Ingimundarson,2021,t4361,t3732
15965,Leo Andrić,Leo,Andrić,2021,t2000,
15966,Victor Sysoev,Victor,Sysoev,2021,t2731,t5651
15967,Alexander Dyachkov,Alexander,Dyachkov,2021,,t1594
15968,Lucky Faruk,Lucky,Faruk,2021,t7605,t4526
15969,Nathan Mota Krupp,Nathan,Krupp,2021,,t5331
15970,Cédric Bitouna,Cédric,Bitouna,2021,t14204,t8052
15971,Georgi Petrov,Georgi,Petrov,2021,,t1858
15972,Ian Iereshchenko,Ian,Iereshchenko,2021,t2003,t1301
15973,Sam Hoeyberghs,Sam,Hoeyberghs,2021,t1645,
15974,Maurício Borges,Maurício,Borges,2021,,t1306
15975,Atahan Yildiz,Atahan,Yildiz,2021,t10962,t6328
15976,Leo Andrić,Leo,Andrić,2021,t2000,
15977,Jonathan Rodríguez,Jonathan,Rodríguez,2021,t14324,t1650
15978,David Marques,David,Marques,2021,t6585,t2806
15979,Alexander Dyachkov,Alexander,Dyachkov,2021,,t1594
15980,Hugo Monteiro,Hugo,Monteiro,2021,t4301,t2806
15981,Nathan Mota Krupp,Nathan,Krupp,2021,,t5331
15982,Luka Basic,Luka,Basic,2021,,t1664
15983,Christian Fromm,Christian,Fromm,2021,,t1308
15984,Georgi Petrov,Georgi,Petrov,2021,,t1858
15985,Alexandru Morosan,Alexandru,Morosan,2021,t2339,t4589
15986,Sam Hoeyberghs,Sam,Hoeyberghs,2021,t1645,
15987,Marian Epple,Marian,Epple,2021,,t7350
15988,Atahan Yildiz,Atahan,Yildiz,2021,t10962,t6328
15989,Jonathan Rodríguez,Jonathan,Rodríguez,2021,t14324,t1650
15990,Asimakis Margaritis,Asimakis,Margaritis,2021,t18025,t13540
15991,Valens Torfi Ingimundarson,Valens,Ingimundarson,2021,t4361,t3732
15992,David Marques,David,Marques,2021,t6585,t2806
15993,Victor Sysoev,Victor,Sysoev,2021,t2731,t5651
15994,Hugo Monteiro,Hugo,Monteiro,2021,t4301,t2806
15995,Lucky Faruk,Lucky,Faruk,2021,t7605,t4526
15996,Luka Basic,Luka,Basic,2021,,t1664
15997,Cédric Bitouna,Cédric,Bitouna,2021,t14204,t8052
15998,Christian Fromm,Christian,Fromm,2021,,t1308
15999,Ian Iereshchenko,Ian,Iereshchenko,2021,t2003,t1301
16000,Maurício Borges,Maurício,Borges,2021,,t1306
16001,Alexandru Morosan,Alexandru,Morosan,2021,t2339,t4589
