transfer_id,player_name,first_name,last_name,date,old_team_id,new_team_id
1,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
2,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
3,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
4,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
5,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
6,Mario Zelić,Mario,Zelić,2010,t1535,t1821
7,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
8,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
9,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
10,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
11,Niels Klapwijk,Niels,Klapwijk,2010,,
12,Roberto Romiti,Roberto,Romiti,2010,,
13,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
14,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
15,Kert Toobal,Kert,Toobal,2010,t1504,
16,Milan Bencz,Milan,Bencz,2010,t1836,t2351
17,Vinicius Santos,Vinicius,Santos,2010,,t1993
18,Daniele Sottile,Daniele,Sottile,2010,,
19,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
20,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
21,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
22,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
23,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
24,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
25,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
26,Mario Zelić,Mario,Zelić,2010,t1535,t1821
27,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
28,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
29,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
30,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
31,Niels Klapwijk,Niels,Klapwijk,2010,,
32,Roberto Romiti,Roberto,Romiti,2010,,
33,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
34,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
35,Kert Toobal,Kert,Toobal,2010,t1504,
36,Milan Bencz,Milan,Bencz,2010,t1836,t2351
37,Vinicius Santos,Vinicius,Santos,2010,,t1993
38,Daniele Sottile,Daniele,Sottile,2010,,
39,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
40,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
41,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
42,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
43,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
44,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
45,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
46,Mario Zelić,Mario,Zelić,2010,t1535,t1821
47,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
48,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
49,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
50,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
51,Niels Klapwijk,Niels,Klapwijk,2010,,
52,Roberto Romiti,Roberto,Romiti,2010,,
53,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
54,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
55,Kert Toobal,Kert,Toobal,2010,t1504,
56,Milan Bencz,Milan,Bencz,2010,t1836,t2351
57,Vinicius Santos,Vinicius,Santos,2010,,t1993
58,Daniele Sottile,Daniele,Sottile,2010,,
59,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
60,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
61,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
62,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
63,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
64,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
65,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
66,Mario Zelić,Mario,Zelić,2010,t1535,t1821
67,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
68,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
69,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
70,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
71,Niels Klapwijk,Niels,Klapwijk,2010,,
72,Roberto Romiti,Roberto,Romiti,2010,,
73,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
74,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
75,Kert Toobal,Kert,Toobal,2010,t1504,
76,Milan Bencz,Milan,Bencz,2010,t1836,t2351
77,Vinicius Santos,Vinicius,Santos,2010,,t1993
78,Daniele Sottile,Daniele,Sottile,2010,,
79,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
80,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
81,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
82,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
83,Milan Bencz,Milan,Bencz,2010,t1836,t2351
84,Vinicius Santos,Vinicius,Santos,2010,,t1993
85,Daniele Sottile,Daniele,Sottile,2010,,
86,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
87,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
88,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
89,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
90,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
91,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
92,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
93,Mario Zelić,Mario,Zelić,2010,t1535,t1821
94,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
95,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
96,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
97,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
98,Niels Klapwijk,Niels,Klapwijk,2010,,
99,Roberto Romiti,Roberto,Romiti,2010,,
100,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
101,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
102,Kert Toobal,Kert,Toobal,2010,t1504,
103,Milan Bencz,Milan,Bencz,2010,t1836,t2351
104,Vinicius Santos,Vinicius,Santos,2010,,t1993
105,Daniele Sottile,Daniele,Sottile,2010,,
106,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
107,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
108,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
109,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
110,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
111,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
112,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
113,Mario Zelić,Mario,Zelić,2010,t1535,t1821
114,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
115,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
116,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
117,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
118,Niels Klapwijk,Niels,Klapwijk,2010,,
119,Roberto Romiti,Roberto,Romiti,2010,,
120,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
121,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
122,Kert Toobal,Kert,Toobal,2010,t1504,
123,Milan Bencz,Milan,Bencz,2010,t1836,t2351
124,Vinicius Santos,Vinicius,Santos,2010,,t1993
125,Daniele Sottile,Daniele,Sottile,2010,,
126,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
127,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
128,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
129,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
130,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
131,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
132,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
133,Mario Zelić,Mario,Zelić,2010,t1535,t1821
134,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
135,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
136,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
137,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
138,Niels Klapwijk,Niels,Klapwijk,2010,,
139,Roberto Romiti,Roberto,Romiti,2010,,
140,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
141,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
142,Kert Toobal,Kert,Toobal,2010,t1504,
143,Milan Bencz,Milan,Bencz,2010,t1836,t2351
144,Vinicius Santos,Vinicius,Santos,2010,,t1993
145,Daniele Sottile,Daniele,Sottile,2010,,
146,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
147,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
148,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
149,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
150,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
151,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
152,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
153,Mario Zelić,Mario,Zelić,2010,t1535,t1821
154,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
155,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
156,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
157,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
158,Niels Klapwijk,Niels,Klapwijk,2010,,
159,Roberto Romiti,Roberto,Romiti,2010,,
160,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
161,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
162,Kert Toobal,Kert,Toobal,2010,t1504,
163,Milan Bencz,Milan,Bencz,2010,t1836,t2351
164,Vinicius Santos,Vinicius,Santos,2010,,t1993
165,Daniele Sottile,Daniele,Sottile,2010,,
166,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
167,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
168,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
169,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
170,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
171,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
172,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
173,Mario Zelić,Mario,Zelić,2010,t1535,t1821
174,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
175,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
176,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
177,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
178,Niels Klapwijk,Niels,Klapwijk,2010,,
179,Roberto Romiti,Roberto,Romiti,2010,,
180,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
181,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
182,Kert Toobal,Kert,Toobal,2010,t1504,
183,Milan Bencz,Milan,Bencz,2010,t1836,t2351
184,Vinicius Santos,Vinicius,Santos,2010,,t1993
185,Daniele Sottile,Daniele,Sottile,2010,,
186,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
187,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
188,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
189,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
190,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
191,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
192,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
193,Mario Zelić,Mario,Zelić,2010,t1535,t1821
194,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
195,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
196,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
197,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
198,Niels Klapwijk,Niels,Klapwijk,2010,,
199,Roberto Romiti,Roberto,Romiti,2010,,
200,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
201,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
202,Kert Toobal,Kert,Toobal,2010,t1504,
203,Milan Bencz,Milan,Bencz,2010,t1836,t2351
204,Vinicius Santos,Vinicius,Santos,2010,,t1993
205,Daniele Sottile,Daniele,Sottile,2010,,
206,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
207,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
208,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
209,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
210,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
211,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
212,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
213,Mario Zelić,Mario,Zelić,2010,t1535,t1821
214,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
215,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
216,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
217,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
218,Niels Klapwijk,Niels,Klapwijk,2010,,
219,Roberto Romiti,Roberto,Romiti,2010,,
220,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
221,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
222,Kert Toobal,Kert,Toobal,2010,t1504,
223,Milan Bencz,Milan,Bencz,2010,t1836,t2351
224,Vinicius Santos,Vinicius,Santos,2010,,t1993
225,Daniele Sottile,Daniele,Sottile,2010,,
226,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
227,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
228,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
229,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
230,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
231,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
232,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
233,Mario Zelić,Mario,Zelić,2010,t1535,t1821
234,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
235,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
236,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
237,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
238,Niels Klapwijk,Niels,Klapwijk,2010,,
239,Roberto Romiti,Roberto,Romiti,2010,,
240,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
241,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
242,Kert Toobal,Kert,Toobal,2010,t1504,
243,Milan Bencz,Milan,Bencz,2010,t1836,t2351
244,Vinicius Santos,Vinicius,Santos,2010,,t1993
245,Daniele Sottile,Daniele,Sottile,2010,,
246,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
247,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
248,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
249,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
250,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
251,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
252,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
253,Mario Zelić,Mario,Zelić,2010,t1535,t1821
254,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
255,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
256,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
257,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
258,Niels Klapwijk,Niels,Klapwijk,2010,,
259,Roberto Romiti,Roberto,Romiti,2010,,
260,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
261,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
262,Kert Toobal,Kert,Toobal,2010,t1504,
263,Milan Bencz,Milan,Bencz,2010,t1836,t2351
264,Vinicius Santos,Vinicius,Santos,2010,,t1993
265,Daniele Sottile,Daniele,Sottile,2010,,
266,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
267,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
268,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
269,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
270,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
271,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
272,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
273,Mario Zelić,Mario,Zelić,2010,t1535,t1821
274,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
275,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
276,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
277,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
278,Niels Klapwijk,Niels,Klapwijk,2010,,
279,Roberto Romiti,Roberto,Romiti,2010,,
280,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
281,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
282,Kert Toobal,Kert,Toobal,2010,t1504,
283,Milan Bencz,Milan,Bencz,2010,t1836,t2351
284,Vinicius Santos,Vinicius,Santos,2010,,t1993
285,Daniele Sottile,Daniele,Sottile,2010,,
286,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
287,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
288,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
289,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
290,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
291,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
292,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
293,Mario Zelić,Mario,Zelić,2010,t1535,t1821
294,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
295,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
296,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
297,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
298,Niels Klapwijk,Niels,Klapwijk,2010,,
299,Roberto Romiti,Roberto,Romiti,2010,,
300,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
301,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
302,Kert Toobal,Kert,Toobal,2010,t1504,
303,Milan Bencz,Milan,Bencz,2010,t1836,t2351
304,Vinicius Santos,Vinicius,Santos,2010,,t1993
305,Daniele Sottile,Daniele,Sottile,2010,,
306,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
307,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
308,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
309,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
310,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
311,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
312,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
313,Mario Zelić,Mario,Zelić,2010,t1535,t1821
314,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
315,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
316,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
317,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
318,Niels Klapwijk,Niels,Klapwijk,2010,,
319,Roberto Romiti,Roberto,Romiti,2010,,
320,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
321,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
322,Kert Toobal,Kert,Toobal,2010,t1504,
323,Milan Bencz,Milan,Bencz,2010,t1836,t2351
324,Vinicius Santos,Vinicius,Santos,2010,,t1993
325,Daniele Sottile,Daniele,Sottile,2010,,
326,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
327,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
328,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
329,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
330,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
331,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
332,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
333,Mario Zelić,Mario,Zelić,2010,t1535,t1821
334,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
335,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
336,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
337,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
338,Niels Klapwijk,Niels,Klapwijk,2010,,
339,Roberto Romiti,Roberto,Romiti,2010,,
340,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
341,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
342,Kert Toobal,Kert,Toobal,2010,t1504,
343,Milan Bencz,Milan,Bencz,2010,t1836,t2351
344,Vinicius Santos,Vinicius,Santos,2010,,t1993
345,Daniele Sottile,Daniele,Sottile,2010,,
346,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
347,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
348,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
349,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
350,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
351,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
352,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
353,Mario Zelić,Mario,Zelić,2010,t1535,t1821
354,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
355,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
356,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
357,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
358,Niels Klapwijk,Niels,Klapwijk,2010,,
359,Roberto Romiti,Roberto,Romiti,2010,,
360,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
361,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
362,Kert Toobal,Kert,Toobal,2010,t1504,
363,Milan Bencz,Milan,Bencz,2010,t1836,t2351
364,Vinicius Santos,Vinicius,Santos,2010,,t1993
365,Daniele Sottile,Daniele,Sottile,2010,,
366,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
367,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
368,Thiago Maciel,Thiago,Maciel,2010,t2579,t1454
369,Oleksandr Statsenko,Oleksandr,Statsenko,2010,t1617,
370,Dante Elias Trevisan,Dante,Trevisan,2010,t1517,t1309
371,Robert Szczerbaniuk,Robert,Szczerbaniuk,2010,,
372,Arash Keshavarzi,Arash,Keshavarzi,2010,t1753,t2398
373,Mario Zelić,Mario,Zelić,2010,t1535,t1821
374,Dmitry Shestak,Dmitry,Shestak,2010,t1929,t1472
375,Andrei Spînu,Andrei,Spînu,2010,t1960,t1889
376,Kamil Lewiński,Kamil,Lewiński,2010,t1635,
377,Armin Mustedanović,Armin,Mustedanović,2010,t2969,t2342
378,Niels Klapwijk,Niels,Klapwijk,2010,,
379,Roberto Romiti,Roberto,Romiti,2010,,
380,Alejandro Fernández Rojas,Alejandro,Rojas,2010,t1880,t1431
381,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2010,t1300,t1897
382,Kert Toobal,Kert,Toobal,2010,t1504,
383,Milan Bencz,Milan,Bencz,2010,t1836,t2351
384,Vinicius Santos,Vinicius,Santos,2010,,t1993
385,Daniele Sottile,Daniele,Sottile,2010,,
386,Bruno Felício de Jesus,Bruno,Jesus,2010,t2579,t1993
387,Rodrigo Moraes,Rodrigo,Moraes,2010,,t1993
388,Thiago Maciel,Thiago,Maciel,2011,t1454,t1680
389,Dante Elias Trevisan,Dante,Trevisan,2011,t1309,t1735
390,Robert Szczerbaniuk,Robert,Szczerbaniuk,2011,,t1444
391,Karel Linz,Karel,Linz,2011,t2343,t1672
392,Mario Zelić,Mario,Zelić,2011,t1821,t1328
393,Dmitry Shestak,Dmitry,Shestak,2011,t1472,t1954
394,Jasper Diefenbach,Jasper,Diefenbach,2011,t1464,
395,Marco Rizzo,Marco,Rizzo,2011,t2974,
396,Kamil Lewiński,Kamil,Lewiński,2011,,
397,Roberto Romiti,Roberto,Romiti,2011,,
398,Mario Mercorio,Mario,Mercorio,2011,,
399,Alejandro Fernández Rojas,Alejandro,Rojas,2011,t1431,t1880
400,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2011,,t1568
401,Vinicius Santos,Vinicius,Santos,2011,t1993,
402,Alexsandro Vicente,Alexsandro,Vicente,2011,,t1816
403,Leonardo Pinheiro,Leonardo,Pinheiro,2011,t1993,
404,Fabiano de Mendonça Bittar,Fabiano,Bittar,2011,t1482,
405,Deniss Petrovs,Deniss,Petrovs,2011,t1824,t1864
406,Evandro Dias Souza,Evandro,Souza,2011,t2540,t2467
407,Silvio Satiro dos Santos,Silvio,Santos,2011,t1430,
408,Thiago Maciel,Thiago,Maciel,2011,t1454,t1680
409,Dante Elias Trevisan,Dante,Trevisan,2011,t1309,t1735
410,Robert Szczerbaniuk,Robert,Szczerbaniuk,2011,,t1444
411,Karel Linz,Karel,Linz,2011,t2343,t1672
412,Mario Zelić,Mario,Zelić,2011,t1821,t1328
413,Dmitry Shestak,Dmitry,Shestak,2011,t1472,t1954
414,Jasper Diefenbach,Jasper,Diefenbach,2011,t1464,
415,Marco Rizzo,Marco,Rizzo,2011,t2974,
416,Kamil Lewiński,Kamil,Lewiński,2011,,
417,Roberto Romiti,Roberto,Romiti,2011,,
418,Mario Mercorio,Mario,Mercorio,2011,,
419,Alejandro Fernández Rojas,Alejandro,Rojas,2011,t1431,t1880
420,Stanisław Wawrzyńczyk,Stanisław,Wawrzyńczyk,2011,,t1568
421,Vinicius Santos,Vinicius,Santos,2011,t1993,
422,Alexsandro Vicente,Alexsandro,Vicente,2011,,t1816
423,Leonardo Pinheiro,Leonardo,Pinheiro,2011,t1993,
424,Fabiano de Mendonça Bittar,Fabiano,Bittar,2011,t1482,
425,Deniss Petrovs,Deniss,Petrovs,2011,t1824,t1864
426,Evandro Dias Souza,Evandro,Souza,2011,t2540,t2467
427,Silvio Satiro dos Santos,Silvio,Santos,2011,t1430,
428,Thiago Maciel,Thiago,Maciel,2011,t1454,t1680
