award_id,player_id,award_name,league,award_date
5758,p388,Best outside hitter,French Ligue B,2015
5759,p388,Best opposite,Baltic League,2011
5760,p388,Best server,Baltic League,2012
5761,p37327,Best middle-blocker,NEVZA U17,2017
5762,p33451,Best libero,Coupe Fred Fellay,2018
5763,p33451,Best digger,Coupe Fred Fellay,2018
5764,p30677,Best middle-blocker,French Ligue A,2007
5765,p767,Best spiker,European Championships,2017
5766,p2525,Best scorer,European Championships,2019
5767,p767,Best middle-blocker,French Ligue A,2014
5768,p2525,MVP,French Ligue A,2017
5769,p2525,Best opposite,French Ligue A,2017
5770,p72390,Best middle-blocker,Asian Championships U20,2022
5771,p2525,Best server,French Ligue A,2017
5772,p2525,MVP,French SuperCup,2017
5773,p2525,Best scorer,World League,2017
5774,p510,Best libero,French Ligue A,2016
5775,p2525,Best server,World League,2017
5776,p15447,Best outside hitter,Slovenian League,2021
5777,p2525,Best scorer,Challenge Cup,2016
5778,p15447,MVP,Serbian Cup,2018
5779,p3995,MVP,Swiss League,2020
5780,p15447,Best outside hitter,Serbian Super League,2018
5781,p3995,Best scorer,Swiss League,2020
5782,p75204,Best digger,Korean Comprehensive Championship,1979
5783,p51826,Best setter,German Bundesliga,1998
5784,p75204,Best digger,Korea Corporates Volleyball Federation,1979
5785,p51826,Best setter,World Championships U21,1987
5786,p936,Best server,Champions League,2001
5787,p51826,MVP,Korean V-League,1995
5788,p301,MVP,Italian Cup,2022
5789,p51826,Best setter,Korean V-League,1995
5790,p301,Best scorer,World Championships,2022
5791,p51826,Best setter,Korean V-League,1996
5792,p301,Best outside hitter,World Championships,2022
5793,p51826,Best server,Korean V-League,1995
5794,p301,Best outside hitter,Volleyball Nations League,2021
5795,p77489,Best opposite,Korean V-League,1985
5796,p301,Best server,Italian Cup,2020
5797,p77489,Best middle-blocker,Korean V-League,1988
5798,p301,Best scorer,Club World Championship,2019
5799,p77489,Best outside hitter,Korean V-League,1989
5800,p301,Best server,Club World Championship,2019
5801,p17232,Best outside hitter,Islamic Solidarity Games,2022
5802,p301,Best outside hitter,South American Championship,2019
5803,p17232,Best outside hitter,Asian Championships U23,2017
5804,p38,Best middle-blocker,Argentinian Liga A1,2016
5805,p301,MVP,Hubert Wagner Memorial,2019
5806,p3123,Best setter,European Silver League,2018
5807,p301,Best outside hitter,South American Club Championship,2017
5808,p38,Best middle-blocker,Club World Championship,2016
5809,p3123,Best setter,Baltic League,2010
5810,p38,Best middle-blocker,Argentinian Liga A1,2014
5811,p3123,Best setter,Baltic League,2009
5812,p38,Best blocker,South American Championship U21,2008
5813,p51788,Best middle-blocker,Korean V-League,1996
5814,p2552,Best digger,Asian Club Championship,2003
5815,p51788,MVP,Korean President's Cup U19,1995
5816,p301,Best outside hitter,Club World Championship,2017
5817,p2552,Best receiver,Asian Club Championship,2003
5818,p3391,Best setter,Turkish Cup,2021
5819,p301,MVP,Brazilian Superliga,2017
5820,p3391,Best setter,Challenge Cup,2014
5821,p3391,Best setter,Türkiye Erkekler Voleybol Ligi,2013
5822,p2552,Best receiver,Asian Club Championship,1998
5823,p771,Best setter,European Golden League,2008
5824,p34000,Best receiver,European Championship U20 Qualification,2022
5825,p333,Best spiker,Italian Cup A2,2009
5826,p27540,Best setter,Puerto Rican League,2006
5827,p27540,Best outside hitter,NCAA,1998
5828,p27540,Best setter,NCAA,2000
5829,p1143,Best setter,European Championship Qualification,2021
5830,p1143,Best setter,Slovakian Extraliga,2015
5831,p1143,Best setter,World Championships U19,2005
5832,p6222,Best spiker,Finnish Cup,2018
5833,p40726,Best libero,Philippines Open Conference,2016
5834,p24035,Best setter,European Golden League,2017
5835,p40726,Best libero,Philippines Reinforced Conference,2015
5836,p24035,Best setter,Ukrainian Superliga,2014
5837,p40726,Best libero,Philippines Reinforced Conference,2014
5838,p38545,Best spiker,Albanian Cup,2017
5839,p40726,Best libero,PSL Grand Prix,2013
5840,p5263,Best setter,Serbian Super League,2009
5841,p5263,Best setter,Serbian Cup,2009
5842,p1885,Best receiver,World Championships,1998
5843,p1032,Best blocker,Türkiye Erkekler Voleybol Ligi,2008
5844,p100882,Best setter,European Championship Qualification U18,2022
5845,p1032,MVP,Türkiye Erkekler Voleybol Ligi,2007
5846,p5573,Best spiker,Argentinian Liga A1,2010
5847,p2132,MVP,NCAA,1996
5848,p33602,Best outside hitter,European Championships U17,2019
5849,p145,MVP,South American Championship,2021
5850,p145,Best setter,South American Championship,2021
5851,p72831,Best receiver,Pan American Cup,2021
5852,p145,MVP,Club World Championship,2019
5853,p35243,Best middle-blocker,Japan V.League Division 1,2017
5854,p145,Best setter,Club World Championship,2019
5855,p35243,Best middle-blocker,Japan V.League Division 1,2016
5856,p145,Best setter,South American Championship,2017
5857,p35243,Best middle-blocker,Japan V.League Division 1,2015
5858,p145,Best setter,The Olympics,2016
5859,p224,Best libero,South American Club Championship,2017
5860,p145,Best setter,South American Championship,2015
5861,p224,Best digger,Brazilian Superliga,2016
5862,p145,Best setter,Grand Champions Cup,2013
5863,p224,Best libero,Club World Championship,2016
5864,p145,Best setter,South American Championship,2013
5865,p224,Best digger,Brazilian Superliga,2015
5866,p145,Best setter,World League,2013
5867,p224,Best libero,Club World Championship,2015
5868,p145,Best setter,Pan American Games,2011
5869,p224,Best libero,South American Club Championship,2014
5870,p145,Best setter,Grand Champions Cup,2009
5871,p145,MVP,South American Club Championship,2008
5872,p145,Best setter,Brazilian Superliga,2008
5873,p145,Best setter,America's Cup,2008
5874,p145,Best setter,Brazilian Superliga,2007
5875,p145,Best setter,Brazilian Cup,2006
5876,p224,Best digger,Brazilian Superliga,2014
5877,p145,Best server,South American Championship,2007
5878,p224,Best libero,Club World Championship,2013
5879,p145,Best setter,America's Cup,2007
5880,p224,Best digger,Brazilian Superliga,2012
5881,p145,Best setter,Brazilian Superliga,2006
5882,p224,Best receiver,Club World Championship,2012
5883,p145,Best setter,Brazilian Superliga,2005
5884,p224,Best libero,Club World Championship,2012
5885,p4547,Best digger,Pan American Cup,2014
5886,p224,Best libero,South American Club Championship,2011
5887,p4547,Best libero,Pan American Cup,2014
5888,p224,Best digger,Brazilian Superliga,2011
5889,p4547,Best libero,World Championships U21,2009
5890,p224,Best digger,Brazilian Superliga,2008
5891,p4547,Best libero,South American Championship U21,2008
5892,p224,Best receiver,Brazilian Cup,2006
5893,p725,Best digger,World League,2005
5894,p224,Best receiver,Brazilian Superliga,2004
5895,p725,Best server,World League,2000
5896,p725,Best server,World Championships,1998
5897,p496,Best middle-blocker,French Ligue B,2021
5898,p496,Best middle-blocker,French Ligue B,2017
5899,p224,Best digger,Brazilian Superliga,2002
5900,p496,Best middle-blocker,French Ligue A,2011
5901,p224,Best receiver,Brazilian Superliga,2001
5902,p70107,Best libero,Uzbekistan Premier League,2018
5903,p70107,Best libero,Uzbekistan Premier League,2020
5904,p462,Best server,Finnish Cup,2018
5905,p462,Best middle-blocker,Finnish Lentopallon Mestaruusliiga,2018
5906,p462,Best server,Finnish Lentopallon Mestaruusliiga,2018
5907,p462,Best blocker,Finnish Cup,2017
5908,p462,Best middle-blocker,Finnish Cup,2017
5909,p462,Best server,Finnish Lentopallon Mestaruusliiga,2017
5910,p462,Best middle-blocker,Finnish Lentopallon Mestaruusliiga,2017
5911,p462,Best middle-blocker,Finnish Lentopallon Mestaruusliiga,2016
5912,p11707,MVP,European Golden League,2022
5913,p462,Best server,Finnish Cup,2016
5914,p462,Best middle-blocker,Finnish Cup,2016
5915,p462,Best middle-blocker,Finnish Cup,2015
5916,p11707,Best server,Polish Second League,2021
5917,p462,Best server,Finnish Lentopallon Mestaruusliiga,2007
5918,p22716,Best scorer,Faroe Islands League,2018
5919,p91359,Best middle-blocker,Baltic League,2009
5920,p2732,Best middle-blocker,Champions League,2021
5921,p40958,Best server,All Japan Intercollegiate Championship,2017
5922,p2732,Best middle-blocker,Argentinian Liga A1,2016
5923,p439,Best middle-blocker,Spanish Cup,2021
5924,p2732,Best blocker,Brazilian Superliga,2013
5925,p2732,Best blocker,Brazilian Superliga,2011
5926,p2732,Best blocker,Pan American Cup,2010
5927,p439,Best blocker,Spanish Superliga,2021
5928,p2732,Best blocker,Brazilian Superliga,2008
5929,p439,Best middle-blocker,Spanish Cup,2018
5930,p356,Best server,CEV Olympic Qualification,2021
5931,p1892,Best blocker,NORCECA Olympic Qualification,2004
5932,p356,Best opposite,Russian Superleague,2019
5933,p1892,Best middle-blocker,America's Cup,2001
5934,p356,Best spiker,Russian Cup,2019
5935,p1892,Best blocker,World League,1999
5936,p356,Best server,Russian Superleague,2018
5937,p48092,Best opposite,World Championships,1970
5938,p356,Best opposite,European Championships,2017
5939,p48092,Best spiker,World Championships,1966
5940,p356,Best scorer,European Championships,2017
5941,p26,MVP,CEV Cup,2004
5942,p356,Best server,European Championships,2017
5943,p26,Best server,CEV Cup,2004
5944,p356,Best opposite,Asian Club Championship,2016
5945,p26,MVP,Brazilian Superliga,2003
5946,p356,Best opposite,Qatar QVA Cup,2016
5947,p26,Best scorer,Brazilian Superliga,2003
5948,p356,Best opposite,Asian Club Championship,2015
5949,p26,Best server,Brazilian Superliga,2003
5950,p356,Best opposite,Korean V-League,2015
5951,p26,MVP,World Championships,2002
5952,p356,Best scorer,Korean V-League,2015
5953,p26,Best scorer,World Championships,2002
5954,p356,Best server,Korean V-League,2015
5955,p26,Best opposite,World Championships,2002
5956,p356,Best server,World Championships,2014
5957,p26,Best opposite,America's Cup,2001
5958,p356,Best server,Hubert Wagner Memorial,2012
5959,p356,Best server,The Olympic Qualification,2012
5960,p26,Best scorer,The Olympics,2000
5961,p356,Best server,CEV Cup,2011
5962,p26,Best spiker,World Championships,1998
5963,p356,MVP,Polish PlusLiga,2011
5964,p26,Best scorer,Brazilian Superliga,1996
5965,p356,Best scorer,Polish PlusLiga,2011
5966,p26,Best server,The Olympics,1996
5967,p356,Best server,Polish PlusLiga,2011
5968,p26,Best scorer,World Cup,1995
5969,p43025,Best blocker,European Championships U18,2011
5970,p356,Best server,German Bundesliga,2009
5971,p1213,Best spiker,Indonesian Proliga,2011
5972,p356,Best blocker,European Golden League,2009
5973,p1159,Best scorer,Greek A1 League,2021
5974,p356,MVP,German Bundesliga,2008
5975,p1159,Best opposite,French Ligue A,2019
5976,p356,Best spiker,German Bundesliga,2008
5977,p1159,Best scorer,French Ligue A,2019
5978,p356,Best scorer,European Golden League,2008
5979,p1159,MVP,Italian Cup A2,2015
5980,p356,Best spiker,German Bundesliga,2004
5981,p4271,Best outside hitter,German Bundesliga,2020
5982,p2951,Best digger,Brazilian Superliga,2006
5983,p127612,Best middle-blocker,Italian Trofeo delle regioni U19,2021
5984,p2951,Best digger,Brazilian Superliga,2005
5985,p11527,Best outside hitter,Bulgarian League,2021
5986,p2951,Best digger,Brazilian Superliga,2000
5987,p1046,Best spiker,Russian Superleague,2009
5988,p29971,Best receiver,NORCECA Championships,2021
5989,p1046,Best middle-blocker,Italian Serie A1,2000
5990,p29971,Best scorer,Pan American Cup U23,2018
5991,p1046,MVP,Russian Superleague,1997
5992,p29971,MVP,Central American Games,2017
5993,p12150,Best blocker,Spanish Superliga,2014
5994,p29971,Best outside hitter,Central American Games,2017
5995,p12150,Best spiker,Spanish Superliga,2014
5996,p29971,Best outside hitter,Central American Championship U21,2015
5997,p12150,Best blocker,Spanish Superliga,2011
5998,p29971,MVP,Central America Championship U23,2016
5999,p29971,MVP,Central America Championship U23,2014
6000,p12150,Best middle-blocker,Spanish Superliga,2011
6001,p34061,Best server,European Championship U20 Qualification,2022
6002,p34946,Best receiver,All Japan Intercollegiate Championship,2016
6003,p129,Best blocker,Champions League,2021
6004,p34946,Best receiver,All Japan Intercollegiate Championship,2014
6005,p129,Best middle-blocker,CEV Olympic Qualification,2021
6006,p1151,Best setter,Polish Cup,2013
6007,p129,Best blocker,Challenge Cup,2018
6008,p1151,Best setter,European Golden League,2011
6009,p129,Best middle-blocker,Challenge Cup,2018
6010,p1151,Best setter,European Golden League,2007
6011,p113,Best scorer,Italian Cup,2022
6012,p113,Best opposite,Club World Championship,2022
6013,p113,MVP,Italian Supercup,2021
6014,p113,Best server,Japan V.League Division 1,2016
6015,p113,Best outside hitter,Japan V.League Division 1,2016
6016,p113,Best scorer,CEV Cup,2014
6017,p113,Best server,CEV Cup,2014
6018,p113,Best outside hitter,Club World Championship,2014
6019,p113,Best receiver,Champions League,2013
6020,p113,MVP,Turkish Supercup,2013
6021,p113,Best server,Italian Serie A1,2012
6022,p113,Best server,Club World Championship,2011
6023,p113,Best spiker,Champions League,2010
6024,p113,Best spiker,Hubert Wagner Memorial,2010
6025,p113,MVP,Club World Championship,2009
6026,p113,Best spiker,Club World Championship,2009
6027,p113,MVP,Champions League,2008
6028,p113,MVP,Italian Serie A1,2007
6029,p113,Best server,World Championships,2006
6030,p113,MVP,Russian Superleague,2006
6031,p113,Best server,Champions League,2006
6032,p113,Best spiker,World League,2006
6033,p113,MVP,Russian Cup,2006
6034,p113,Best server,World League,2004
6035,p113,Best spiker,World Championships U21,2003
6036,p593,Best opposite,Asian Championships,2019
6037,p593,Best spiker,Asian Championships,2019
6038,p593,Best scorer,Volleyball Nations League,2019
6039,p593,Best scorer,World League,2014
6040,p593,Best spiker,Asian Championships,2013
6041,p593,Best server,World Championships U21,2011
6042,p1870,Best blocker,World Cup,1985
6043,p25293,Best opposite,French Ligue A,1988
6044,p110192,MVP,Kurowashiki Tournament,2006
6045,p551,MVP,Greek A1 League,2013
6046,p551,MVP,Greek Cup,2008
6047,p551,Best blocker,CEV Cup,2004
6048,p551,Best receiver,CEV Cup,2004
6049,p23577,Best middle-blocker,Danish VolleyLigaen,2021
6050,p23577,Best blocker,Danish VolleyLigaen,2021
6051,p23577,Best blocker,Danish Cup,2021
6052,p23577,Best middle-blocker,Danish VolleyLigaen,2020
6053,p23577,Best middle-blocker,Danish Cup,2017
6054,p23577,Best middle-blocker,NEVZA U19,2015
6055,p435,Best spiker,Spanish Superliga,2013
6056,p435,Best spiker,Spanish Superliga,2012
6057,p435,Best spiker,Spanish Superliga,2010
6058,p3919,Best middle-blocker,European Silver League,2018
6059,p3919,Best blocker,Challenge Cup,2014
6060,p3919,Best spiker,Challenge Cup,2009
6061,p58227,Best middle-blocker,Carioca Championship,2019
6062,p123,Best middle-blocker,Hubert Wagner Memorial,2016
6063,p123,Best middle-blocker,European Championships,2015
6064,p129,Best blocker,Italian Serie A1,2017
6065,p129,Best blocker,Italian Serie A1,2015
6066,p129,Best middle-blocker,European Championships,2015
6067,p129,Best blocker,European Championships,2009
6068,p12119,Best setter,Spanish Cup,2022
6069,p1903,Best libero,South American Championship,2017
6070,p1903,Best libero,Pan American Cup,2017
6071,p1903,Best digger,Pan American Cup,2017
6072,p1903,Best receiver,Pan American Cup,2017
6073,p1903,Best libero,Pan American Games,2011
6074,p3881,Best middle-blocker,Turkish Cup,2020
6075,p3881,Best middle-blocker,Türkiye Erkekler Voleybol Ligi,2019
6076,p3881,Best middle-blocker,Turkish Cup,2014
6077,p6110,Best blocker,Club World Championship,2022
6078,p6110,Best blocker,Brazilian Cup,2021
6079,p6110,Best middle-blocker,Brazilian Superliga,2021
6080,p6110,Best middle-blocker,Mineiro Championship,2020
6081,p6110,Best middle-blocker,World Championships U23,2017
6082,p41434,Best server,Finnish Lentopallon Mestaruusliiga,2010
6083,p41434,Best server,Finnish Lentopallon Mestaruusliiga,2005
6084,p23665,Best digger,Pan American Cup U21,2019
6085,p122222,Best blocker,Japan V.League Division 3,2020
6086,p1993,Best setter,Japan V.League Division 1,2011
6087,p1993,Best setter,Asian Games,2010
6088,p1993,Best setter,Japan V.League Division 1,2009
6089,p1993,Best setter,Japan V.League Division 1,2007
6090,p1993,Best setter,Japan V.League Division 1,2004
6091,p1993,Best setter,The Olympic Qualification,2004
6092,p1993,Best setter,Japan V.League Division 1,2001
6093,p1993,MVP,Kurowashiki Tournament,2002
6094,p2171,Best spiker,Brazilian Superliga,2004
6095,p8121,Best opposite,South American Championship U21,2018
6096,p2171,Best spiker,Brazilian Superliga,2003
6097,p5584,MVP,Greek League Cup,2013
6098,p5584,Best setter,Greek League Cup,2013
6099,p2171,Best spiker,Brazilian Superliga,2002
6100,p24998,Best outside hitter,Korean V-League,2021
6101,p24998,MVP,KOVO Cup,2021
6102,p24998,Best outside hitter,Korean V-League,2019
6103,p2453,Best middle-blocker,French Ligue A,2010
6104,p2453,MVP,French Ligue A,2009
6105,p24998,MVP,Korean V-League,2019
6106,p2453,Best middle-blocker,French Ligue A,2009
6107,p24998,MVP,Korean President's Cup U19,2012
6108,p1186,Best scorer,Türkiye Erkekler Voleybol Ligi,2015
6109,p2453,MVP,French Ligue A,2008
6110,p1186,Best scorer,European Golden League,2012
6111,p2453,Best middle-blocker,French Ligue A,2007
6112,p1186,Best scorer,European Golden League,2010
6113,p40727,Best setter,Philippines Reinforced Conference,2014
6114,p6158,Best scorer,Polish Second League,2019
6115,p35799,Best blocker,Central America Championship U19,2013
6116,p6158,Best spiker,Polish Second League,2019
6117,p66383,Best libero,Indonesian Proliga,2009
6118,p66383,Best libero,Indonesian Proliga,2006
6119,p6158,Best spiker,Polish Second League,2021
6120,p6158,Best scorer,Polish Second League,2021
6121,p964,Best outside hitter,Korean V-League,2020
6122,p23,MVP,French Ligue B,2018
6123,p23,Best opposite,French Ligue B,2018
6124,p964,Best spiker,Challenger Cup,2018
6125,p30656,Best middle-blocker,Cyprus Division 1,2020
6126,p964,Best server,Challenger Cup,2018
6127,p964,Best scorer,European Golden League,2018
6128,p2570,Best blocker,European Golden League,2010
6129,p964,Best outside hitter,Türkiye Erkekler Voleybol Ligi,2014
6130,p394,Best middle-blocker,Baltic League,2015
6131,p88,Best middle-blocker,Belgian Liga A,2010
6132,p2599,Best receiver,Korean V-League,2009
6133,p2599,Best receiver,Korean V-League,2008
6134,p29056,MVP,All Japan High School Championship,2020
6135,p301,Best spiker,Brazilian Superliga,2017
6136,p33604,Best middle-blocker,European Championships U17,2019
6137,p2207,Best digger,World Cup,1995
6138,p301,MVP,South American Club Championship,2016
6139,p301,Best outside hitter,South American Club Championship,2016
6140,p25721,Best opposite,World Championships U21,2019
6141,p25721,Best scorer,World Championships U21,2019
6142,p301,Best spiker,Brazilian Superliga,2016
6143,p14320,MVP,NORCECA Olympic Qualification,2004
6144,p301,Best outside hitter,Club World Championship,2016
6145,p109398,Best setter,Philippines Collegiate Conference,2014
6146,p73596,Best opposite,NEVZA U17,2018
6147,p301,MVP,South American Club Championship,2015
6148,p301,MVP,Brazilian Superliga,2015
6149,p628,Best setter,European Championships,2011
6150,p301,MVP,Club World Championship,2015
6151,p301,Best outside hitter,South American Club Championship,2014
6152,p2570,Best blocker,Portuguese Divisão 1,2007
6153,p301,MVP,Brazilian Superliga,2014
6154,p37463,MVP,Azerbaijan League,2022
6155,p301,Best outside hitter,South American Club Championship,2013
6156,p2599,Best receiver,The Olympic Qualification,2008
6157,p37463,Best outside hitter,Кубок мэра города Бишкек,2022
6158,p301,Best outside hitter,Club World Championship,2013
6159,p37463,Best outside hitter,Kazakhstan League,2021
6160,p301,Best spiker,Brazilian Superliga,2013
6161,p54300,Best setter,Korean President's Cup U19,2015
6162,p37463,Best outside hitter,Kazakhstan League,2020
6163,p2599,Best receiver,Korean V-League,2007
6164,p260,Best setter,Challenge Cup,2015
6165,p301,Best spiker,Brazilian Superliga,2012
6166,p2599,Best receiver,Asian Championships,2003
6167,p1957,Best scorer,Argentinian Liga A1,2012
6168,p301,Best server,World League,2010
6169,p1957,Best opposite,Spanish Superliga,2009
6170,p260,MVP,Spanish Cup,2009
6171,p2599,Best digger,Asian Club Championship,1998
6172,p301,Best spiker,The Olympic Qualification,2008
6173,p1282,Best blocker,South American Championship,2009
6174,p301,Best server,The Olympic Qualification,2008
6175,p260,MVP,Canada West Championship,2006
6176,p2599,MVP,V.League Top Match,2009
6177,p43482,Best libero,All Japan Intercollegiate Championship,2021
6178,p40778,Best middle-blocker,Philippines Open Conference,2017
6179,p43482,Best libero,All Japan Intercollegiate Championship,2020
6180,p36424,Best outside hitter,Philippines PNVF Champions League,2021
6181,p40778,Best middle-blocker,Philippines PNVF Champions League,2021
6182,p122679,Best setter,World Championships,1956
6183,p36424,Best outside hitter,Philippines Reinforced Conference,2016
6184,p35359,Best libero,Central American Cup,2018
6185,p36424,Best outside hitter,Philippines Reinforced Conference,2014
6186,p122679,Best setter,World Championships,1952
6187,p36424,MVP,Philippines Reinforced Conference,2014
6188,p35359,Best digger,Central American Cup,2018
6189,p2333,Best outside hitter,World Championships U21,2017
6190,p36424,Best opposite,Philippines Open Conference,2014
6191,p47991,Best setter,German Bundesliga,1997
6192,p36424,Best scorer,UAAP,2014
6193,p2333,Best spiker,World Championships U21,2017
6194,p36424,Best scorer,UAAP,2013
6195,p47991,Best digger,German Bundesliga,1997
6196,p36424,Best spiker,UAAP,2013
6197,p47991,Best digger,German Bundesliga,1993
6198,p2333,Best server,World Championships U21,2017
6199,p36424,Best server,UAAP,2013
6200,p36424,Best blocker,UAAP,2012
6201,p47991,Best digger,European Championships,1993
6202,p30683,Best receiver,Spanish Superliga,2013
6203,p2333,Best outside hitter,European Championships U20,2016
6204,p17078,Best server,Russian Cup,2022
6205,p2333,MVP,World Championships U19,2015
6206,p27698,Best libero,The Olympic Qualification,2012
6207,p2333,MVP,European Championships U18,2015
6208,p2984,Best receiver,Brazilian Superliga,2000
6209,p33752,MVP,Philippines Open Conference,2017
6210,p960,Best setter,Pan American Cup,2017
6211,p33752,Best outside hitter,Philippines Open Conference,2017
6212,p30683,Best receiver,Spanish Superliga,2012
6213,p30683,Best libero,Spanish Superliga,2012
6214,p7029,Best setter,Challenge Cup,2017
6215,p5364,Best libero,Viacheslav Platonov Memorial,2021
6216,p960,Best setter,Puerto Rican League,2012
6217,p5364,Best libero,Russian Superleague,2019
6218,p33752,MVP,UAAP,2018
6219,p2076,Best middle-blocker,Dutch Cup,2009
6220,p73934,MVP,Korean Comprehensive Championship,1982
6221,p33752,Best outside hitter,UAAP,2018
6222,p33752,Best server,UAAP,2018
6223,p73934,MVP,Korean V-League,1986
6224,p73934,MVP,Korean V-League,1987
6225,p73934,Best middle-blocker,Korean V-League,1983
6226,p73934,Best middle-blocker,Korean V-League,1986
6227,p73934,Best middle-blocker,Korean V-League,1987
6228,p6668,Best outside hitter,Spanish Superliga,2020
6229,p6668,Best outside hitter,Spanish Superliga,2019
6230,p6668,Best server,Spanish Superliga,2017
6231,p6668,Best outside hitter,Spanish Superliga,2017
6232,p505,MVP,French Cup,2016
6233,p505,Best scorer,French Cup,2016
6234,p505,MVP,European Championships U20,2002
6235,p109715,Best libero,Korea Corporates Volleyball Federation,2012
6236,p275,Best server,African Club Championships,2020
6237,p275,Best outside hitter,French Ligue A,2014
6238,p11656,Best blocker,CEV Cup,2015
6239,p32799,Best middle-blocker,Finnish Cup,2018
6240,p31366,Best opposite,Central America Championship U19,2017
6241,p40778,Best middle-blocker,Philippines Collegiate Conference,2017
6242,p68523,MVP,Swiss League,2008
6243,p1109,MVP,Russian Superleague,2009
6244,p40778,Best blocker,UAAP,2017
6245,p1109,Best server,European Golden League,2005
6246,p40778,Best middle-blocker,Philippines Reinforced Conference,2016
6247,p30759,Best opposite,Sooka Super Series Volleyball Malaysia 2022,2021
6248,p9573,Best middle-blocker,Russian Superleague,1992
6249,p30759,Best scorer,Thailand League,2021
6250,p24356,Best blocker,Danish VolleyLigaen,2019
6251,p30759,Best server,Thailand League,2021
6252,p2298,Best setter,Dutch Eredivisie,2009
6253,p30759,Best scorer,Thailand League,2020
6254,p30759,Best scorer,Thailand League,2019
6255,p30759,Best scorer,Thailand League,2018
6256,p2298,Best setter,Dutch Cup,2009
6257,p30759,Best opposite,Thailand League,2018
6258,p1854,Best scorer,World Cup,1999
6259,p30759,Best opposite,Thailand League,2017
6260,p1854,MVP,World Championships,1998
6261,p30759,Best opposite,Thailand League,2015
6262,p1854,Best scorer,World Championships,1998
6263,p495,Best libero,French Ligue A,2013
6264,p1854,Best scorer,Italian Serie A1,1998
6265,p1854,Best scorer,Italian Serie A1,1996
6266,p1854,Best spiker,Italian Serie A1,1996
6267,p1854,Best scorer,Italian Serie A1,1994
6268,p1854,Best spiker,Italian Serie A1,1994
6269,p2033,MVP,Austrian League,2004
6270,p45666,Best setter,German Bundesliga,1994
6271,p45666,Best setter,German Bundesliga,1993
6272,p45666,Best setter,German Bundesliga,1992
6273,p45666,Best setter,German Bundesliga,1991
6274,p495,Best libero,French Ligue A,2012
6275,p45666,Best blocker,Korean Comprehensive Championship,1978
6276,p495,Best libero,French Ligue A,2007
6277,p45666,Best setter,BRD Bundesliga,1990
6278,p63451,MVP,U Sports Championship,2012
6279,p45666,Best setter,BRD Bundesliga,1989
6280,p25459,Best outside hitter,Hungarian Championship,2021
6281,p45666,Best setter,BRD Bundesliga,1988
6282,p30751,Best libero,Asian Challenge Cup,2018
6283,p45666,Best setter,BRD Bundesliga,1987
6284,p432,Best middle-blocker,Spanish Superliga,2010
6285,p45666,Best setter,BRD Bundesliga,1986
6286,p432,Best blocker,Spanish Superliga,2009
6287,p40305,Best scorer,Asian Championships U18,2010
6288,p24981,Best middle-blocker,NCAA,1996
6289,p24981,MVP,NCAA,1997
6290,p24981,Best middle-blocker,NCAA,2000
6291,p4137,Best middle-blocker,Korean V-League,2014
6292,p4137,Best blocker,Korean V-League,2014
6293,p42035,Best blocker,Asian Championships U23,2015
6294,p6247,Best libero,Polish Third League,2016
6295,p1126,Best spiker,French Ligue A,2018
6296,p35832,Best scorer,Central American Championship U21,2015
6297,p101810,MVP,Kurowashiki Tournament,1997
6298,p6712,MVP,PreZero Grand Prix PLS,2021
6299,p43510,Best outside hitter,Thailand League,2022
6300,p1877,MVP,World Cup,1977
6301,p1877,Best blocker,World Cup,1977
6302,p28344,Best scorer,Finnish Lentopallon Mestaruusliiga,2014
6303,p28344,MVP,Baltic League,2012
6304,p28344,Best scorer,Baltic League,2012
6305,p1897,Best scorer,Italian Serie A1,1995
6306,p1897,Best server,European Championships,1995
6307,p1897,Best server,Italian Serie A1,1994
6308,p1897,Best server,World League,1994
6309,p1897,Best scorer,Italian Serie A1,1992
6310,p1897,Best server,Italian Serie A1,1992
6311,p1897,Best server,Italian Serie A1,1991
6312,p2827,Best middle-blocker,South American Championship U21,2014
6313,p67581,Best libero,Indonesian Proliga,2012
6314,p4369,Best spiker,NCAA,2013
6315,p4369,Best middle-blocker,NCAA,2013
6316,p742,Best digger,Dutch Eredivisie,2009
6317,p742,Best libero,Dutch Eredivisie,2009
6318,p742,Best digger,Dutch Cup,2009
6319,p742,Best libero,Dutch Cup,2009
6320,p742,Best libero,European Championships U18,2007
6321,p50,MVP,Italian Cup A2,2022
6322,p50,MVP,Challenge Cup,2017
6323,p50,Best scorer,Challenge Cup,2017
6324,p41083,Best middle-blocker,Pan American Cup U19,2017
6325,p22868,Best opposite,Baltic League,2020
6326,p22868,MVP,Baltic League,2015
6327,p22868,Best opposite,Baltic League,2015
6328,p22868,Best scorer,Baltic League,2013
6329,p22868,MVP,Baltic League,2013
6330,p133687,Best setter,Italian Trofeo delle regioni U19,2011
6331,p22576,Best libero,African Championship,2021
6332,p22576,Best receiver,African Club Championships,2018
6333,p1934,Best scorer,Asian Games,2010
6334,p2476,Best setter,Asian Club Championship,2015
6335,p99715,Best receiver,UAAP,2013
6336,p27623,Best middle-blocker,South American Championship U19,2018
6337,p11596,MVP,Canada West Championship,2018
6338,p28836,Best receiver,European Championships U17,2017
6339,p66209,Best middle-blocker,European Championships U20,2022
6340,p66209,Best middle-blocker,World Championships U19,2021
6341,p95950,Best server,Kanto University Autumn League Division 1,2022
6342,p95950,Best server,Kanto University Spring League Division 1,2022
