stadium_id,stadium_name,country_code,town,opening_year,capacity
a1457,Chief Jim Starlight Centre,CA,Calgary,2019.0,4506.0
a1458,Humber College,CA,Toronto ON,,1430.0
a1459,McMaster University - Burridge Gym,CA,Hamilton ON,,2250.0
a146,Principes de Asturias,ES,Pinto Madrid,,
a1460,Ryerson University - Kerr Hall Gymnasium,CA,Toronto ON,,800.0
a1461,Klostermarkshallen,DK,Odense,,
a1462,Allianz Cloud,IT,Milano,2019.0,5309.0
a1463,Ciutat de Castelló,ES,Castellón de la Plana,1993.0,7000.0
a1464,Sárberki Általános Iskola,HU,Tatabánya,1979.0,100.0
a1465,Kertvárosi Általános Iskola,HU,Kalocsa,,
a1467,Corvinus Egyetem Kinizsi Kolégium,HU,Budapest,,
a1468,KOCH VALÉRIA KÖZÉPISK. ÁLT ISK. ÓVODA ÉS KOLL,HU,Pécs,,
a1469,Unibet Arena,EE,Tallinn,2001.0,10000.0
a147,Club Gimnastic De Tarragona,ES,Tarragona,,
a1470,Vörösmarthy Gimnázium,HU,Érd,,
a1471,Szent Benedek Gimnázium,HU,Budapest,,
a1472,Városi Sportcsarnok,HU,Kalocsa,,
a1473,Ginásio de Esportes Douglas Pereira,BR,Castro,,1100.0
a1474,Pabellón Pablo Herrera,ES,Castellón,1981.0,300.0
a1475,Pavilhão Vitória Sport Clube,PT,Guimarães,1997.0,2500.0
a1477,Zetra Olympic Hall,BA,Sarajevo,,
a1479,Coliseo Gran Chimu,PE,Trujillo,1971.0,5000.0
a148,Los Planos,ES,Teruel,1998.0,2866.0
a1480,Nishio City Gymnasium,JP,Nishio City Aichi,1993.0,2114.0
a1481,Kartz Kawasaki,JP,Kawasaki City Kanagawa,2017.0,
a1482,Koriyama Gymnasium,JP,Koriyama City Fukushima,1973.0,
a1483,Fukuda Park Gymnasium,JP,Kurashiki City Okayama,,
a1484,Ikenokawa Sakura Arena,JP,Hitachi City Ibaraki,2016.0,
a1485,Kanazawa City Gymnasium,JP,Kanazawa City Ishikawa,1985.0,2300.0
a1486,Adastria Mito Arena,JP,Mito City Ibaraki,2019.0,5000.0
a1487,Hitachinaka Sports Facility,JP,Hitachinaka Ibaraki,1997.0,
a1488,Kurume Arena,JP,Kurume City Fukuoka,2018.0,
a1489,CNA Arena Akita,JP,Akita City Akita,1994.0,
a149,Pabellón Municipal de Coia,ES,Vigo,1968.0,4500.0
a1491,Goshogawara Citizen Gymnasium,JP,Goshogawara City Aomori,,
a1492,Kakogawa Municipal Gymnasium,JP,Kakogawa Hyogo,2005.0,
a1494,SC Olymp,BY,Brest,,
a1495,Hermanos Carreon Stadium,MX,Aguascalientes City,,3000.0
a1496,Brookshire Grocery Arena,,Bossier City,2000.0,12440.0
a1497,Hala Orbita,PL,Wrocław,2004.0,3000.0
a1498,Wilson Gymnasium,,Wilson,,
a1499,Gia Lâm Gymnasium,,Hanoi,,
a15,Torito Rodriguez Hall,AR,Mendoza,2011.0,4000.0
a150,Helsinki ice Hall,FI,Helsinki,1966.0,8200.0
a1500,Tay Ho Gymnasium,,Hanoi,,
a1501,Sporthalle Krondorf,DE,Bitterfeld,,
a1502,Sporthalle Gymnasium Wolfskuhle,DE,essen,,
a1503,OSPA-Arena,DE,warnemunde,,
a1504,OSPA-Arena,DE,Rostock,,
a1505,Lahofhalle Baden,DE,Achim,,
a1507,TUNICA Sporthalle,DE,Braunschweig,,
a1508,Dreifelderhalle,DE,Lindow,,
a1509,ENNI Sportpark Rheinkamp,DE,Moers,2013.0,1200.0
a151,Areena Ja Paasyliput Hall,FI,Kerttulan liikuntahalli,,1300.0
a1510,Euregio-Sporthalle,DE,Bocholt,,
a1511,Hein-Dahlinger-Halle,DE,Kiel,,520.0
a1515,Dreifach Sporthalle 1 ALT,DE,delburck,,
a1516,Kolos,UA,Trostyanets,,350.0
a1517,SK NIUU im. Iaroslava Mudroho,UA,Kharkiv,,
a1518,EDION Arena Osaka,JP,Naniwa Ward Osaka,1952.0,3100.0
a1519,Isa Sports City B,BH,Riffa,,
a152,Lahti Isku Arena,FI,Lahti,1973.0,5534.0
a1520,Ginásio Paulo Sarasate,BR,Fortaleza,1971.0,15100.0
a1521,SK Olimpiia,UA,Chernivtsi,,
a1522,SC Yunist,UA,Uzhgorod,,
a1523,Metalurh,UA,Bakhmut,,
a1524,Ginásio do Morumbi,BR,São Paulo,1980.0,1900.0
a1525,Palasport,IT,Cisterna di Latina,,3000.0
a1526,SZ Odush,UA,Lutsk,,
a1527,SC Dynamo,UA,Odesa,,
a1528,SK Tekhcollege LNTU,UA,Lviv,,
a1529,SK PDABA,UA,Dnipro,,
a1530,SK Prometei,UA,Kamianske,,
a1531,NVK 26,UA,Rivne,,
a1534,DAK Naxou - Dimitris Peristerakis,GR,Naxos Island,,375.0
a1537,Coliseo El Olivar de Jesús María,PE,Jesús María,,
a1538,Le Phare,FR,Belfort,,
a1539,SC Zmyivska HPP,UA,Slobozhanske,,
a154,Palais des Sports,FR,Agde,1960.0,4500.0
a1540,SH SKA,UA,Odesa,,
a1541,Aksaray Spor Salonu,TR,Aksaray,2016.0,3500.0
a1542,Adana Nihat Geven,TR,Adana,,1000.0
a1543,OSB Spor Salonu,TR,Kayseri,,750.0
a1544,Pema Koleji Salonu,TR,Konya,,
a1545,Ereğli Atatürk Spor Salonu,TR,Konya,,
a1546,Wunna Theikdi Indoor Stadium B,MM,Nay Pyi Taw,,
a1547,Wunna Theikdi Indoor Stadium C,MM,Nay Pyi Taw,,
a1548,Palazzetto PalaVignola,IT,Caserta,,
a1549,Palais des sports,FR,Bordeaux,1966.0,2600.0
a155,Palais des Victoires,FR,Cannes,2006.0,4000.0
a1550,Salle André Deschamps,FR,Clamart,,360.0
a1551,Gymnase Marie-Claire Restoux,FR,Levallois-Perret,,
a1552,Stade de Courtemanche,FR,Rennes,,
a1553,Palais Omnisports Joseph Claudel,FR,Saint-Dié-des-Vosges,,
a1554,Gymnase Daniel Féry,FR,Villejuif,,
a1555,Halle Léo Lagrange,FR,Vitrolles,2019.0,
a1556,Yanggakdo Stadium,KP,Pyongyang,1989.0,30000.0
a1557,Ecce Homo Šternberk,,Šternberk,2008.0,150.0
a1558,Sportovní hala Odolena Voda,,Odolena Voda,,
a1559,Sportcentrum Sluneta,,Ústí nad Labem,,
a1560,ZŠ Pionýrů 400,,Frýdek-Místek,,
a1561,Sportovní hala Příbram,,Příbram,,
a1562,PVK Olymp Praha,,Praha,,
a1563,TJ Sokol Brno,,Brno,,
a1564,Městská sportovní hala,,Přerov,,
a1566,Hala míčových sportů,,Karlovy Vary,2015.0,700.0
a1569,Sporthall in Tlymach city,UA,Tlymach,,
a157,Clermont-Ferrand Sports Hall,FR,Clermont-Ferrand,,5000.0
a1570,Sporthall in Kyiv city,UA,Kyiv,,
a1573,Gimnasio Polideportivo del Estadio Nacional,CL,Santiago,,
a1574,Gran Arena Monticello,CL,Santiago,,
a1575,Rajabhat University Gymnasium,TH,Nakhon Ratchasima,,
a1576,Bac Ninh Gymnasium,,Bac Ninh,,4000.0
a1577,Bac Ninh University,,Bac Ninh,,
a1579,Ratchaburi Gymnasium,TH,Ratchaburi,,
a158,Palais des Sports de Gerland,FR,Lyon,1962.0,6500.0
a1580,Regional Integrated Sports School of the Olympic Reserve,,Lipetsk,,
a1581,Pabellón Ciudad Deportiva,ES,Castellón,,540.0
a1582,SK YUZGU,,Kursk,,
a1583,SD Peki,BA,Pale,2012.0,2360.0
a1584,Copper Box Arena,GB,London,2011.0,7500.0
a1585,FOK Star,,Saratov,,2200.0
a1586,OSiR Bemowo,PL,Warszawa,,960.0
a1587,SK Olympiets,,Vladivostok,1988.0,1100.0
a1588,Sports Complex Jubilee,,Cherepovets,,1300.0
a1589,SDK Dinamo,,Ufa,2007.0,1000.0
a159,Les Arenes,FR,Metz,2002.0,4700.0
a1590,Ginásio UTC,BR,Uberlândia,,
a1591,Sports Palace North Star,,Nizhny Novgorod,2012.0,800.0
a1592,Giulio Onesti,IT,Roma,,
a1593,Sports and fitness complex Health,,Tyumen,2004.0,568.0
a1594,Manege of CS Arsenal,,Tula,,
a1595,Salle El Bouâzzaoui,MA,Salé,2006.0,2000.0
a1598,KSK Luch,,Moscow,,230.0
a1599,Sports Сomplex Olymp,,Volgodonsk,,500.0
a160,L'Axone Hall,FR,Montbéliard,2009.0,6400.0
a1600,Coliseo Qhapaq Ñan,PE,Cajamarca,,8000.0
a1601,Filoil EcoOil Centre,PH,San Juan,2006.0,5500.0
a1602,Smart Araneta Coliseum,PH,Quezon,1960.0,16500.0
a1603,Strike Gymnasium,PH,Bacoor,,3000.0
a1604,Cadiz City Arena,PH,Cadiz,,1200.0
a1605,Natalio G Velez Sports E Cultural Center,PH,Silay,,
a1607,Caloocan Sports Complex,PH,Caloocan,2017.0,3000.0
a1608,Quezon Convention Center,PH,Quezon,2001.0,7000.0
a1609,Malolos Sports E Convention Center,PH,Malolos,2010.0,5000.0
a1610,Imus Sports Center,PH,Bacoor,,800.0
a1611,Corpus Christi Gymnasium,PH,Cagayan de Oro City,,3000.0
a1612,Westfala Centre,PL,Grodzisk Mazowiecki,,
a1614,Palace of Sports Crystal,,Yuzhno-Sakhalinsk,2013.0,1280.0
a1615,Volleyball Center Sakhalin,,Yuzhno-Sakhalinsk,2014.0,350.0
a1616,PalaPajetta,IT,Biella,1993.0,2000.0
a1617,PalaRicolt,IT,Sedico,,
a1618,Catanzaro,IT,Catanzaro,,
a1619,Ismailia Complex Hall,EG,Ismailia,,3500.0
a162,Palais des Sports Pierre de Coubertin,FR,Montpellier,1990.0,4000.0
a1620,Centro Esportivo Miécimo da Silva,BR,Rio de Janeiro,,3835.0
a1621,Ginásio Adalberto Testa,BR,Uberlândia,1963.0,
a1622,MOSiR,PL,Lublin,,
a1623,Hala Sportowa w Jaśle,PL,Jasło,,
a1624,Hala Miejskiego Zespołu Szkół,PL,Strzyżów,,
a1625,Polideportivo del Callao,PE,Callao,2019.0,6100.0
a1626,Coliseo Northon Madrid,CO,Cartagena,2006.0,3000.0
a1627,Coliseo José Oliva Razzeto,PE,Ica,,
a1628,Ginásio Municipal Osmar Fortes Barcellos,BR,Porto Alegre,1988.0,8000.0
a1629,Gimnasio Nacional Teodoro Palacios,GT,Guatemala City,1946.0,3500.0
a163,Vendéspace,FR,Mouilleron le Captif,2012.0,4900.0
a1630,Centro de Alto Rendimiento Baja California,MX,Tijuana,,
a1631,Ginásio do Sesi Trapiche,BR,Maceió,,
a1632,Palma Gymnasium,KR,Suncheon,1991.0,3576.0
a1633,Sala de Sport Gabriela Szabo,RO,Voluntari,2018.0,1100.0
a1634,Palarugge,IT,Imola,,
a1635,Sporthalle Wolfsgrube,DE,Suhl,2016.0,1000.0
a1636,Hala Sportowa,PL,Strzelce Opolskie,2002.0,694.0
a1637,Ośrodek Przygotowań Olimpijskich,PL,Spała,,
a1638,Hala Sportowa OSiR Mokotów,PL,Warszawa,,350.0
a1639,Hala ZSP nr 3 im. W. Gawłowskiego,PL,Tomaszów Mazowiecki,2002.0,750.0
a164,Palais des Sports Mulhouse,FR,Mulhouse ,1958.0,3700.0
a1640,Budivelnyk,UA,Cherkasy,,
a1641,Ginásio Hélio Maurício,BR,Rio de Janeiro,,
a1642,Salle de Marville,FR,Saint-Malo,,
a1643,Bashkim Lala Sports Palace,AL,Peshkopi,,
a1644,Pallati Sportit Vlorë,AL,Vlorë,1978.0,2040.0
a1645,SC PNPU,UA,Poltava,,
a1646,SC KHNPU,UA,Kharkiv,,
a1647,Lefkotheo,CY,Nicosia,1981.0,2300.0
a1648,Revolution Ice Rink,MX,Mexico City,,
a1649,Sporthall NUBiP,UA,Kyiv,,
a165,Palais du Travail,FR,Narbonne,,600.0
a1650,KHOVUFKS,UA,Kharkiv,,
a1651,UVC Raiffeisen Volleydome,AT,Ried im Innkreis,,1050.0
a1652,Forum ÖRKELLJUNGA,SE,ÖRKELLJUNGA,,
a1653,Santa Rosa Sports Complex,PH,Laguna,2017.0,5700.0
a1654,Arenor Rosvalla,EE,NYKÖPING,,
a1655,Goga Sports Center,AL,Durrës,,
a1656,Apollon Patras Indoor Hall,GR,PATRAS,1992.0,3500.0
a1657,Hala Sportowa w Szkole Podstawowej nr 24,PL,Białystok,,
a1658,Hala Sportowa w Szkole Podstawowej nr 3,PL,Andrychów,,
a1659,Ośrodek Sportu i Rekreacji Kęty,PL,Kęty,,
a166,Halle Carpentier,FR,Paris,1960.0,5000.0
a1660,Miejski Ośrodek Sportu i Rekreacji Tychy,PL,Tychy,,
a1661,Hala Sportowa w Domu Studenta Sokrates,PL,Opole,,
a1662,Hala sportowa w Zespole Szkół Sportowych,PL,Rybnik,,
a1663,Hala MOSiR w Sycowie,PL,Syców,,
a1664,Hala Sportowa w Szkole Podstawowej nr 20,PL,Legnica,,
a1665,Hala Sportowa w Szkole Podstawowej nr 3,PL,Nowa Sól,,
a1666,Hala Sportowa w Szkole Podstawowej nr 10,PL,Bielawa,,
a1667,Arena Żagań,PL,Żagań,,
a1668,Hala Sportowa OCKF w Oławie,PL,Oława,,
a1669,KU AZS Uniwersytetu Zielonogórskiego,PL,Zielona Góra,,
a167,Palais Omnisports de Paris,FR,Paris,1984.0,16065.0
a1670,Hala Sportowa przy I LO im. AK w Miliczu,PL,Milicz,,
a1671,Hala Sportowa w Grodzisku Mazowieckim,PL,Grodzisk Mazowiecki,,
a1672,Hala Sportowa w Rząśni,PL,Rząśnia,,
a1673,Hala Sportowa w Szkole Podstawowej nr 4,PL,Łęczyca,,
a1674,Hala Sportowa w Ozorkowie,PL,Ozorków,,
a1675,Hala Sportowa w Szkole Podstawowej w Rozprzy,PL,Rozprza,,
a1676,Hala Sportowa w Szkole Podstawowej nr 10,PL,Sieradz,,
a1677,Hala Uniwersytetu Medycznego,PL,Białystok,,
a1678,Hala Sportowa Augustowskiego Centrum Edukacyjnego,PL,Augustów,,
a1679,Hala Miejskiego Ośrodka Socjoterapii,PL,Warszawa,,
a168,Pierre de Coubertin,FR,Paris,1937.0,4835.0
a1680,Hala Sportowa w Zespole Placówek Oświatowych nr 3,PL,Międzyrzec Podlaski,,
a1681,Ursynowskie Centrum Sportu i Rekreacji,PL,Warszawa,,
a1682,Międzyrzecki Ośrodek Sportu i Wypoczynku,PL,Międzyrzecz,,
a1683,Hala Widowiskowo-Sportowa Zespołu Szkół,PL,Police,,
a1684,Hala Olivia,PL,Gdańsk,1972.0,5500.0
a1685,Hala Sportowa w Szkole Podstawowej nr 3,PL,Głogów,,
a1686,Mniszek Arena,PL,Grudziądz,,
a1687,Hala Sportowa w Szkole Podstawowej nr 2,PL,Czarnków,,
a1688,Miejski Ośrodek Sportu i Rekreacji w Słupcy,PL,Słupca,,
a1689,Gminny Ośrodek Sportu i Rekreacji w Wilczynie,PL,Wilczyn,,
a169,Salle Charpy - Stade Charlety Hall,FR,Paris,,2000.0
a1690,Gymnase Viviani,FR,Épinal,,
a1691,Sumiyoshi Sports Center,JP,Osaka City Osaka,,2000.0
a1692,Baycom Gymnasium,JP,Amagasaki City Hyōgo,,2156.0
a1693,Kurobe General Sports Center,JP,Kurobe City Toyama,1996.0,4316.0
a1694,Toyama Seibu Sports Center,JP,Tonami City Toyama,1999.0,
a1696,Ishikawa Sports Center,JP,Kanazawa City Ishikawa,2008.0,
a1697,Saitama Prefecture Budokan,JP,Ageo City Saitama,2003.0,
a1698,Sport hall DUSH 1,UA,Nikopol,,
a17,Estadio Raul Alejo Gronda,AR,Resistencia,2009.0,4000.0
a170,Salle Frédéric Lawson-Body,FR,Poitiers,1970.0,2800.0
a1700,Sport hall Reshetylivskyi PAL,UA,Reshetylivka,,
a1701,SC Kolos,UA,Sniatyn,,
a1702,Sporthall Colleague DDMA,UA,Kramatorsk,,
a1703,YMIT Arena,JP,Kusatsu City Shiga,,
a1704,Fukaya Big Turtle,JP,Fukaya City Saitama,1993.0,3000.0
a1705,Ukaruchan Arena,JP,Otsu City Shiga,1973.0,
a1706,Ehime Prefecture Budokan,JP,Matsuyama City Ehime,2003.0,
a1707,SANLIURFA 11 Nisan Sports Hall,TR,Sanliurfa,,
a1708,Nur Tatar Sports Hall,TR,Van,,
a1709,Sala Green Arena,JP,Hamamatsu City Shizuoka,,
a171,Salle Colette Besson,FR,Rennes,1965.0,2142.0
a1711,Takahashi Citizen Gymnasium,JP,Takahashi City Okayama,,
a1712,Auditorio Nacional,MX,Mexico City,1952.0,10000.0
a1713,PalaBam,IT,Mantova,2005.0,5000.0
a1714,Desportivo Municipal,PT,Santo Tirso,,
a1716,Szent Benedek Gimnázium,HU,Balatonfüred,2015.0,
a1717,Jáky József Szakközépiskola Sportcsarnok,HU,Székesfehérvár,1955.0,
a1718,Gimnasio Fesavol,SV,San Salvador,,
a1719,Olympiada Patras Indoor Hall,GR,Patras,,1500.0
a172,Salle Arthur-Dugast,FR,Rezé,,700.0
a1720,EAP Indoor Hall,GR,Patras,1998.0,2000.0
a1721,Ginásio Embraco,BR,Joinville,,
a1722,Ginásio do CSU - Centro Social Urbano,BR,Araucária,,
a1723,Nafplio Indoor Hall,GR,Nafplio,,1500.0
a1724,Ancient Olympia Indoor Hall,GR,Ancient Olympia,,1500.0
a1725,Paralia Kalamatas Indoor Hall,GR,Kalamata,,1288.0
a1726,SPARTI INDOOR HALL,GR,SPARTI,,1000.0
a1727,LOYTRAKI -G. GALANOPOULOS- INDOOR HALL,GR,LOUTRAKI,,2000.0
a1728,NAFPAKTOS -PAPACHARALAMPIO- INDOOR HALL,GR,NAFPAKTOS,,1000.0
a1729,Sport hall DUSSH,UA,Irpin,,
a173,Halle des Sports Louis Marty,FR,Sète,,900.0
a1730,TalTech SH,EE,Mustamaë,2001.0,
a1731,Coliseo Club Olympic,BO,Cochabamba,,
a1732,Mežaparks Sporta centrs,LV,Riga,,
a1733,Zemgale Olympic Center,LV,Jelgava,2010.0,1560.0
a1734,Limbaži 3rd Secondary School,LV,Limbaži,,
a1736,UTE Csarnok,HU,Budapest,2019.0,
a1737,Ballsporthalle Vilsbiburg,DE,Vilsbiburg,2011.0,2000.0
a1738,Sporthalle Berg Fidel,DE,Münster,,3300.0
a1739,turmair Volleyballarena,DE,Straubing,,1060.0
a174,Rhenus Hall,FR,Strasbourg,2003.0,6200.0
a1742,Ioan Kunst-Ghermănescu,RO,Lugoj,,200.0
a1743,Iftimie Ilisei,RO,Medgidia,,500.0
a1744,Sala Sporturilor Trivale Pitesti,RO,Pitesti,,
a1747,Sporthalle am Platz der Deutschen Einheit,DE,Wiesbaden,2014.0,2105.0
a1748,Riethsporthalle,DE,Erfurt,2011.0,1536.0
a1749,Ginásio Poliesportivo da Urca,BR,Rio de Janeiro,,
a175,Palais des Sports André Brouat,FR,Toulouse,2006.0,4397.0
a1751,Ginásio do IFF,BR,Campos,,
a1752,Clube da Aeronáutica,BR,Rio de Janeiro,,
a1753,Gradska SD Foča,BA,Foča,,700.0
a1754,KSC Skenderija,BA,Sarajevo,,600.0
a1756,JU Kulturno Sportski Centar,BA,Modriča,1970.0,1200.0
a1757,Filip Višnjić,BA,Bijeljina,,800.0
a1758,PANACHAIKI INDOOR HALL,GR,PATRAS,,1000.0
a1759,Argos Indoor Hall,GR,Argos,,1500.0
a176,Complexe Sportif Léo Lagrange,FR,Tourcoing,,3000.0
a1760,Sokolovna Nusle,,Praha,,100.0
a1768,Shioda Gymnasium,JP,Ueda City Nagano,1981.0,
a1769,Nekoda Memorial Gymnasium,JP,Hiroshima City Hiroshima,1989.0,
a177,Salle Pierre Dumortier,FR,Tourcoing,,3500.0
a1770,Sakata City National Gymnasium,JP,Sakata City Yamagata,1991.0,1204.0
a1771,Chuo Ward Sports Center,JP,Chuo City Tokyo,,
a1772,Seki City Gymnasium,JP,Seki City Gifu,1999.0,
a1773,Kashiwa Central Gymnasium,JP,Kashiwa City Chiba,1977.0,
a1774,Kazakoshi Park Gymnasium,JP,Karuizawa City Nagano,2014.0,400.0
a1775,Fujioka Citizen Gymnasium,JP,Fujioka City Gunma,1988.0,
a1776,JA Gifu AgriPark Slope Arena,JP,Gifu City Gifu,,
a1777,Minokamo Central Gymnasium,JP,Minokamo City Gifu,1998.0,
a1778,Ginásio Forquilhão,BR,São José - SC,,
a1779,Yamato Citizen Gymnasium,JP,Maebashi City Gunma,2016.0,
a178,Palais des Sports Robert Grenon,FR,Tours,1955.0,3153.0
a1780,Yamagata Sports Park Gymnasium,JP,Tendo City Yamagata,1991.0,
a1781,Kotobuki Arena Chikuma,JP,Chikuma City Nagano,2018.0,
a1782,Coliseo Circolo Sportivo Italiano,PE,Pueblo Libre,,
a1783,OKB Gifu Seiryu Arena,JP,Gifu City Gifu,1965.0,
a1784,DSZC Mechwart András SzG.,HU,Debrecen,,
a1785,Magyar Testnevelési Egyetem D terem,HU,Budapest,2003.0,
a1786,Ninoy Aquino Stadium,PH,Manilla,1953.0,6000.0
a1787,Ginásio de Vôlei Sport Clube do Recife,BR,Recife,,
a1788,Hala míčových sportů,,Ostrava,,500.0
a1789,Palazzetto dello Sport,IT,Martignacco,,
a179,Earls Court Exhibition Centre,GB,London,1937.0,15000.0
a1790,PalaCanovi,IT,Sassuolo,,
a1791,Palazzetto dello Sport,IT,Pinerolo,,
a1792,Palasport Comunale,IT,Latisana,,
a1793,Geopalace,IT,Olbia,,3000.0
a1794,SanbáPolis,IT,Trento,2013.0,600.0
a1795,Palazzetto S. Antonio,IT,Pontecagnano Faiano,,
a1796,Palazzetto S. Luigi,IT,Busto Arsizio,,
a1797,Palasport Bellina,IT,Marsala,,
a1798,Palazzetto dello Sport,IT,San Giovanni in Marignano,,
a1799,PalaCesari,IT,Cutrofiano,,
a180,ExCel,GB,London,2000.0,6000.0
a1800,Palestra Vezio Magagni,IT,Castelnuovo Rangone,,
a1801,PalaCosta,IT,Ravenna,,
a1802,PalaCollodi,IT,Montecchio Maggiore,,
a1803,Hala widowiskowo sportowa,PL,Kępno,,
a1804,Palamondo,CH,Cadempino,2005.0,1500.0
a1805,Tahto Areena,FI,Huittinen,,
a1806,Okazaki Park Gymnasium,JP,Okazaki City Aichi,1991.0,
a1807,Unifemm,BR,Sete Lagoas,2014.0,2400.0
a1808,Sala Polivalenta Oltenia,RO,Craiova,,
a1809,MTV-Halle MoTiV Feuerbacher Tal,DE,Stuttgart,,400.0
a181,English Institute of Sport,GB,Sheffield,2003.0,1000.0
a1810,Sporthalle Höll-Ost,DE,Dingolfing,,1100.0
a1811,Sporthalle Höll-Ost,DE,Dingolfing,,1100.0
a1812,Brose Arena,DE,Bamberg,,6126.0
a1813,Kleisto Gymnastirio Agiou Thoma,GR,Marousi,1998.0,1700.0
a1814,Katsushika Mizumoto Sports Center,JP,Tokyo,,
a1815,Minato Sports Center,JP,Minato City Tokyo,,500.0
a1816,Ginásio Gigantinho,BR,Porto Alegre,1973.0,14500.0
a1817,Szkoła Podstawowa Nr 2,PL,Zalasewo,,
a1818,ŠH SOS,SK,Pezinok,,
a1819,Al Ahli Sports Club,QA,Doha,2017.0,
a182,Kleisto Glyfadas Makis Liougas,GR,Glyfada,1970.0,3232.0
a1820,Gimcheon Gymnasium,KR,Gimcheon,2005.0,5482.0
a1821,Rietstein,CH,9630 Wattwil,,
a1825,Henry-Dunant,CH,Genève,,
a1826,Salle de Gym La Pépinière,CH,2345 Les Breuleux,,
a1827,Salle Derrière-la-Ville 5,CH,Cheseaux,,
a1828,Salle du Centre Sportif Val-de-Travers,CH,Couvet,,
a1829,Palace of Children and Youth Creativity,,Voronezh,1988.0,
a183,Mets Indoor Hall,GR,Athens,1970.0,1200.0
a1830,Yakacik Ito,TR,İstanbul,,
a1831,Osman Solakoğlu Spor Salonu,TR,İstanbul,,
a1832,Hasan Doğan Spor Salonu,TR,İstanbul,,
a1833,UPS Spor Kompleksi,TR,İstanbul,,
a1834,Beştepe Spor Salonu,TR,Ankara,,581.0
a1835,TED Üniv.-Prof. Dr. Rüştü Yüce Spor Salonu,TR,Ankara,,2000.0
a1836,Sporthallen,SE,Linköping,,
a1837,Shimabara Reconstruction Arena,JP,Shimabara,2000.0,3500.0
a1838,SD Borik,BA,Banja Luka,,
a184,Nikos Galis Olympic Indoor Hall,GR,Marousi,1995.0,19250.0
a1840,Engelsborghallen,DK,Kgs. Lyngby,,
a1841,SH Gymnasium Antonianum Vechta,DE,Vechta,,835.0
a1842,Beijing Guangcai Stadium,CN,Beijing,,
a1843,Nanchang Stadium,CN,Nanchang,,
a1844,Shenzhen Sports Center,CN,Shenzhen,,
a1845,Changzhou,CN,Changzhou,,
a1846,Changzhou University Gymnasium,CN,Changzhou,,
a1847,Weinan Sports Training Base,CN,Shenyang,,
a1848,Fuqing City Stadium,CN,Fuqing,,
a1849,Qujing Cultural Sports Park Gymnasium,CN,Qujing - Yunnan,,5000.0
a185,Kleisto Falirou Taekwondo,GR,Faliro,2004.0,3836.0
a1850,Jiashan County Stadium,CN,Jishan,,3100.0
a1851,Muldentalhalle,DE,Grimma,,952.0
a1852,Diesterweg-Sporthalle,DE,Stralsund,,490.0
a1854,Frejahallen,SE,Falköping,,
a1855,Täljehallen,SE,Södertälje,,
a1857,Falkhallen,SE,Falkenberg,,
a1858,Habo sporthall,SE,Habo,,
a1859,Sporthallen,SE,Vingåker,,
a186,Neapolis Arena,GR,Larissa,1995.0,5500.0
a1860,Arena Satelliten,SE,Sollentuna,,
a1861,Pallati i Sportit Ariana Arapi,AL,Rrëshen,2019.0,
a1862,Idrottshallen,SE,Lund,,
a1863,Forum Örkelljunga,SE,Örkelljunga,2017.0,1500.0
a1864,Skönvikshallen,SE,Säter,,
a1866,Tinklinio Centras,LT,Alytaus,,
a1867,Jonava Sports Arena,LT,Jonava,2017.0,2200.0
a1868,ASU Sporto Centras,LT,Kaunas,,
a1869,Jelgavas NSC,LV,Jelgava,,
a187,Peace and Friendship Stadium,GR,Piraeus,1985.0,14766.0
a1870,Khon Kaen International Convention and Exhibition Center,TH,Khon Kaen,,10000.0
a1872,ŠD Lukna,SI,Maribor,,
a1873,Klisto Gimnastirio Panagiotis Salpeas,GR,Piraeus,,300.0
a1874,Tajimi Gymnasium,JP,Tajimi City Gifu,1995.0,2540.0
a1875,Funabashi Arena,JP,Funabashi City Chiba,1993.0,4368.0
a1876,Chonburi indoor Stadium,TH,Chonburi,,4000.0
a1877,Eastern National Sports Training Center,TH,Chonburi,,5000.0
a1878,Polideportivo Alexis Argüello,NI,Managua,2017.0,8000.0
a1879,Gimnasio 7 de Diciembre Alfonso Gordillo,GT,Guatemala City,,
a1880,Hongyun Stadium,CN,Liaoning,,
a1881,Anxi Wutong Stadium,CN,Quanzhou,,
a1882,Xuchang Vocational and Technical College Gymnasium,CN,Xuchang,,
a1883,Shijiazhuang College Gymnasium,CN,Shijiazhuang,,
a1886,Sportarena Tiachiv,UA,Tiachiv,,300.0
a1887,Sporthall Sokolyany,UA,Sokal,,
a1888,Arhavi Sport Hall,TR,Artvin,,
a1889,Inegol Sport Saloon,TR,İnegöl,,
a189,Mikra Gym,GR,Kalamaria,1990.0,1200.0
a1890,Sorgun Sport Saloon,TR,Yozgat,,
a1891,Sportarena Slobozhanskyi,UA,Dnipro,,
a1892,Ginásio Poliesportivo Pedro Jahara,BR,Teresópolis,1982.0,5000.0
a1894,Shaheed Suhrawardi Indoor Stadium,BD,Mirpur,,
a1896,Sporthal De Weyer,BE,Kortessem,2013.0,500.0
a1897,Gemeentelijke Sporthal,BE,Kortessem,1975.0,250.0
a1898,Mardin Spor Salonu,TR,Merkez,,
a1899,Burevestnik,,Kazan,2012.0,1200.0
a19,Estadio Delmi,AR,Salta,1986.0,6000.0
a190,Nastavno-Športska Dvorana Gradski Vrt,HR,Osijek,2008.0,3538.0
a1900,Hala Sportowa Łagisza,PL,Będzin,,
